word,category
किंग्स,neither
नेगी,neither
जोसेफ,nepali-only
सिंपल,neither
जिन-जिनसे,neither
छोटूराम,neither
सर्कस,nepali-only
साब,neither
कटाते,neither
मौतें,neither
आड़वाणी,neither
गद्य,nepali-only
विमुख,nepali-only
ग़रीब,neither
टुकड़ों,neither
चढ़ी,neither
ब्लॉग-शहर,neither
मिटे,neither
किल,neither
शाला,neither
विकल्प,nepali-only
मौत,neither
अंबरीश,neither
ढेला,neither
सहज-सहज,neither
इत्मीनान,neither
डिसमिल,neither
लखा,neither
दौर,neither
चोरों,neither
अरुण,nepali-only
थर्राया।,neither
गौड़,neither
वैधता,nepali-only
पत्रिका,nepali-only
कॅरिअर,neither
कहता,neither
सबमे,neither
वार्डरोब,neither
भगवन्नाम,neither
बेचने-बाचने,neither
ख़ास,neither
जायेगी।,neither
सुब्रमण्यम,neither
अंगुलियाँ,neither
गंवाना,neither
ओबेराय,neither
रोषन,neither
फुर्सत,nepali-only
प्रभाव,nepali-only
डी-बूस्ट,neither
असहज,nepali-only
पौराणिक,nepali-only
पाठकों,neither
सैन्य-शिक्षा,neither
गोत्र,nepali-only
स्कूलों,neither
वल्कल,neither
सुधारने,neither
दुरुस्त,nepali-only
विठोबा,neither
किन्हीं,neither
बचाये,neither
अजैव,neither
कूजर,neither
अल्मूनियम,neither
वेलफेयर,neither
शूर्पनखा,neither
गोपसिंह,neither
अच्छा,nepali-only
निपटा,neither
तरपफ,neither
आनंदी,neither
नीम,nepali-only
मेह्बूब,neither
मछलियाँ,neither
मनोहारी,nepali-only
प्रात,neither
बदल,nepali-only
कांकेर,neither
छठ,nepali-only
आठवीं,neither
चुना,nepali-only
बुद्धन,neither
राजगीर,neither
चट्टोपाध्याय,neither
कर्मचारी,nepali-only
चौंके,neither
ग्रेच्युटी,neither
पैटर्न,neither
सकूं,neither
बारी,nepali-only
करीब,neither
पंजें,neither
बढत,neither
ग्रे,neither
अशेष,nepali-only
सरगना,neither
ऑनली,neither
विकीलीक्स,neither
जन-सहयोग,neither
टेरिडियन,neither
निश्चत,neither
पौने,nepali-only
फले,neither
शनाप,neither
लंच,neither
खेंतो,neither
सम्पादक,nepali-only
समाधान,nepali-only
कार्यशाला,nepali-only
उच्चारित,nepali-only
संकलक,neither
महादेव,nepali-only
बरस,neither
धमकाया,neither
सरसों,neither
एंबुलेंस,neither
प्रदेशके,neither
रुक्मणी,neither
कूटना,neither
आशीष,neither
सकती,neither
काफी,neither
प्रलाप,nepali-only
गवाही,neither
सरोथा,neither
उलूम,neither
लूंगा।,neither
अभिनव,nepali-only
खिल,neither
पैक्ड,neither
अपहरणकर्ताओं,neither
कन्या,nepali-only
अनाथों,neither
रूख,neither
गणेश,nepali-only
खनिज,nepali-only
कट्टरता,neither
पैगाम,neither
तास्का,neither
हटाऊंगा,neither
सागर,nepali-only
न्यायालयो,neither
सरासर,nepali-only
कंपाउंड,neither
अनसुनी,neither
सुविधासंपन्न,neither
शौक,nepali-only
कैसी,neither
उछालने,neither
पीडी,neither
वर्षा,nepali-only
आमंत्रित,neither
जिले,neither
फ़ेंकना।,neither
अनुभोक्ता,neither
काटना,neither
राभी,neither
गिनवा,neither
टंग,neither
एम,nepali-only
मित्रो,neither
मनसिक,neither
रिश्तेदारियों,neither
खोदकर,neither
उत्प्रेरित,neither
छल,nepali-only
करनी,neither
सुहृदय,neither
५,numeral/punctuation
दस्तावेजों,neither
मालाएं,neither
फर्मों,neither
गिरोह,nepali-only
अर्थशास्त्री,nepali-only
सप्रे,neither
प्रवीण,nepali-only
पूछता,neither
निर्माताओं,neither
कहनी,neither
प्रियंका,neither
अबसार,neither
बन्ध्यीकरण,neither
इरोम,neither
स्वास्थ्यवर्धक,neither
कलयुग,neither
बोको,nepali-only
काटते,neither
पहियों,neither
काशी,nepali-only
प्रभावशाली,neither
सोयी,neither
अत,neither
हकदार,nepali-only
यातना,nepali-only
बत्तियाँ,neither
विंध्य,neither
रहुंगी,neither
फैक्टरी,neither
करुणा,nepali-only
इम्तिहान,neither
बेतरतीब,neither
बेतहासा,neither
आवें।,neither
तख्तापलट,neither
परीक्षार्थियों,neither
डँसने,neither
भक्त,nepali-only
वायदे,neither
जुबान,neither
दर्ज़न,neither
वैयक्तिक,nepali-only
ताज़ा,neither
बिगड़,neither
पोलियो,nepali-only
मेँ,neither
हिस्सा,nepali-only
जानेवाला,neither
फुटेज,neither
प्राधिकरण,nepali-only
कॉलम,neither
४०००,numeral/punctuation
पूर्ववर्तियों,neither
इन्टरनेट,nepali-only
अबू,neither
आस्ट्रिया,neither
वीर्य,nepali-only
स्टेनो,neither
पायेंगे,neither
जन-जीवन,nepali-only
लड़के-लड़कियों,neither
घपल्ली,neither
कॉस्मेटिक,neither
सब्सिडी,neither
मेयर,nepali-only
एन्जॉय,neither
जेलों,neither
कंधों,neither
लय,nepali-only
मुजाहिद,neither
दुकानो,neither
सिविल,neither
धधकते,neither
दलान,nepali-only
ग्रामोफोन,neither
चाहेगा,neither
छोटकी,neither
छुटे,neither
नीदं,neither
किलोग्राम,nepali-only
लिखकर,neither
रियायत,neither
ग़ायब,neither
संग्रहित,neither
गिटर,neither
है-जिसका,neither
डाइनिंग,neither
मौजूदगी,neither
तले,neither
शोक।,nepali-only
एयरबस,neither
तलाश,neither
नालियाँ,neither
जाएगा।,neither
धोना,neither
उत्तर-पूर्व,neither
ईद,neither
मयूर,nepali-only
अभावग्रस्त,nepali-only
लौटती,neither
मान्यताओं,neither
पूँजीवादियों,neither
पुतलों,neither
डिफेंस।,neither
जमींदारी,neither
युवतियाँ,neither
केन्सर,neither
महन्तों,neither
मिश्री,neither
काज,nepali-only
शेयर,neither
हितके,neither
ढ़ंग,neither
रियक्टर्स,neither
तराने,neither
वालेकुम,neither
वाष्प,nepali-only
लक्जरी,neither
सुनायी,neither
चूहे,neither
नुकीली,neither
विजुअल,neither
गठ्ठर,neither
वजहों,neither
सर्बिया,neither
एरियाना,neither
साधारणत,neither
छोडें,neither
वट,neither
फिजिकल,neither
कृष्णवार्ता,neither
फरार,nepali-only
रोमांस,neither
बूढ़ी,neither
रचनाओँ,neither
माफ,nepali-only
सोलर,neither
चुनने,neither
हसीं,neither
इन्डियन,neither
तपोभूमि,neither
उद्यम,nepali-only
खटका,neither
दिक्कतें,neither
पिंडदान,neither
बखसता।,neither
माणिक्य,nepali-only
असफलता,neither
पर्यटकों,neither
बिगड़ते,neither
टैंक,neither
बयानबाजी,neither
अधूरे,neither
रोज़,neither
छूटे,neither
रूठ,neither
चाहती,neither
दोहरे,neither
सर्वेश,nepali-only
आई,nepali-only
वैवाहिक,nepali-only
हरिहरन,neither
ढोल,nepali-only
हँसे,neither
जी-बिजनेस,neither
हैंडबिल,neither
ख़बरें,neither
आकंठ,neither
खींचने,neither
फ्लाईंग,neither
शाकाहारी,neither
ढुलमुलाते,neither
कपड़ों,neither
रगड़-रगड़,neither
कोवलम,neither
लिखॉ।,neither
क्या-क्या,neither
कोसलनाथ,neither
शाखा,nepali-only
झुंझलाए,neither
सेहरा,neither
पुजारियों,neither
इंडो-ईरानी,neither
मातृभाषा,nepali-only
नर्इ,neither
मैग्नीशियम,neither
ख़ामोश,neither
झूठ,neither
इक़बाल,neither
व्यस्क,neither
नवीनता,neither
गान्धी,nepali-only
बनते,neither
आयरन,neither
अनियंत्रित,neither
इच्छा,nepali-only
इन्क्रीमेंट,neither
बोलचाल,nepali-only
मैत्री,neither
स्क्री,neither
हेयर,neither
सेमी,neither
तपर्ण,neither
होगा,neither
मारूंगा,neither
स्थितियाँ,neither
इन्क्लूसिव,neither
गैस,neither
निंदसे,neither
रहेगी।,neither
देशम,neither
सेंगर,neither
आईसीएसई,neither
जनाक्रोश,neither
यदाकदा,nepali-only
उपायुक्त,neither
धरतीपकड़,neither
कुशल,nepali-only
उपत्य,neither
उपदेशात्मक,neither
हटानी,neither
शतक,nepali-only
बुलाए,neither
विशेषांक,neither
आगामी,nepali-only
दिवंगत,nepali-only
होया,neither
मलेरिया,nepali-only
हुईं,neither
निविदाओं,neither
टिनेंसी,neither
न्यूड,neither
रेल्वे,nepali-only
इन्टरनैशनल,neither
समानार्थी,nepali-only
रजिया,neither
भारतवर्ष,nepali-only
दिखाया,neither
सरजी,neither
आसुरी,nepali-only
सिख,nepali-only
कनिंग,neither
उभर,neither
थामे,neither
घिरते,neither
नींद,neither
नानी,nepali-only
ख़ूबसूरत,neither
अथियार,neither
अहाते,neither
लोकमान्य,neither
यूआईडी,neither
भेट,nepali-only
उठाई,neither
बरकरार,nepali-only
रामचरित,neither
हैॽ,neither
मुहिम,neither
घर-दूकान,neither
नामजद,neither
सूचनाओं,neither
ऑल,neither
निवृत्ति,nepali-only
सम्यग्दृष्टि,neither
फेसबुक,neither
लिंगाकार,neither
ढंकने,neither
ख्यात,nepali-only
एजेंटों,neither
मिलिया,neither
अवतार,nepali-only
बान,neither
अँखियाँ,neither
कहा-ज़रा,neither
मीटिंग,neither
सदगुरू,neither
सपा,neither
छोङकर,neither
साझेदार,nepali-only
बजाना।,neither
भर्ती,nepali-only
महापौर,neither
इकतीस,neither
मेटकॉफ,neither
रहिये।,neither
हुक्मरां,neither
जनाजा,neither
इकाईयों,neither
सिद्धांत,neither
संस्कारी,neither
दिलाना,neither
बजाय,neither
हब,neither
विपुल,nepali-only
सुशांत,neither
हम,neither
लहनासिंह,neither
बड़ी,neither
क्रैश,neither
छोड़ते,neither
बाघ,nepali-only
सुभाषचंद्र,neither
चित्त,nepali-only
छोड़ी,neither
क्रिसमस,neither
परिचय,nepali-only
होगें।,neither
माफ़,neither
मन,nepali-only
इक्छा,neither
बढ़िया,neither
ज़मीन,neither
लाएंगे।,neither
समुह,neither
तन्ज,neither
ईंटों,neither
धोने,neither
जोड़ता,neither
पाव,neither
देती।,neither
जगन,neither
वीपी,nepali-only
अब्बू,neither
मैकडोनल्ड,neither
ईश्वरीय,neither
आयोग,nepali-only
तैरना,neither
भगा,neither
लिखते,neither
सबने,neither
बाएँ,neither
अभ्यावेदनों,neither
रखती,neither
सिंधु,neither
पक्षपात,nepali-only
प्रणालियों,neither
भेजीं।,neither
बिनाका,neither
कंकड़-पत्थर,neither
पाईप,neither
राजकोट,neither
सातवाह्न,neither
मूलर,neither
सामाग्री,neither
अमरशेखर,neither
छांटने,neither
हरिता,neither
सर्वोच्च,nepali-only
दंडवत,neither
भण्डारा,nepali-only
अच्चा,neither
एन्क्लेव,neither
पूछी,neither
गयीँ,neither
रहस्य,nepali-only
मौला,neither
अंतर्ध्यान,neither
धोनी,neither
भागों,neither
कब्ज,neither
ईवीएम,neither
प्रख्यात,nepali-only
फोल्लोवर,neither
एकदिवसीय,neither
अनीष्वरवादी,neither
जताई।,neither
वृतांत,neither
जश्न,neither
मांगनी,neither
चाँद,neither
राजस्थानी,neither
फिरा,neither
लगाती,neither
कागज़,neither
कहकहों,neither
वाकी,neither
सोलह,neither
जुलूस,neither
मल्टी-ब्रांड,neither
ईश्यु,neither
युध्द,neither
हँसते-हँसते,neither
ध्वंस,nepali-only
कतार,nepali-only
तरजीह,neither
दिनभर,neither
याज्ञवल्क्य,neither
सजीव,nepali-only
राऊ,neither
सलामत,neither
प्रधानतया,neither
गुमनाम,nepali-only
रोड़े,neither
लिंक्ड,neither
इराक।,nepali-only
अग्रीम,neither
ढाका,nepali-only
रक्षक,nepali-only
प्लान,nepali-only
निर्देश,nepali-only
महब्बत,neither
शशांक,neither
अचेतन,nepali-only
कम्पोजिशन,neither
शेर,neither
बड़ा,neither
मुकुल,nepali-only
अतिथि,nepali-only
हंसा-हंसा,neither
अगेती,neither
निडाना,neither
वादकों,neither
मुसीबतें,neither
छलकता,neither
गांड,neither
अलबर्ट,neither
गति,nepali-only
फेल,nepali-only
लवलीन,neither
ओटो,neither
जागरूक,nepali-only
अप्रैल,neither
दुकान,neither
हाशमी,neither
दुर्गंध,neither
ड्यू,neither
मिथाइल,neither
दावे,neither
उखाड़ने,neither
खोजनी,neither
रखी।,neither
बच्चियों,neither
निकालते,neither
सम्भालेंगी।,neither
रोमिला,neither
का-सा,neither
फूटा।,neither
अग्नि,nepali-only
एंटी,neither
मात्राएं,neither
दूरियों,neither
उत्तराखण्ड,neither
परीक्षक,nepali-only
कमज़ोरियों,neither
परे,neither
बचकर,neither
सूलियों,neither
चालकों,neither
सिद्व,neither
कास्पर,neither
हेयरस्टाइल,neither
दाद,neither
हाजिर,nepali-only
ठूंसकर,neither
अक्स,neither
असीम,nepali-only
बिगड़ा,neither
पावन,nepali-only
हुआ।,neither
अव्यवस्था,nepali-only
मामले।,neither
राजनाथ,neither
हुकूमत,neither
गध-रचनाएं,neither
महोत्सवों,neither
कर्मकांड,neither
पुरंदर,neither
फुंकने,neither
पाएगा,neither
मध्यप्रदेश,neither
सिगाय,neither
महारत,neither
संस्कॄति,neither
भरना,neither
बढ़ावा,neither
ग्रुप-ए,neither
कठिनतर,neither
मूंह,neither
नीरु-नीमा,neither
विषेशकर,neither
तोड़कर,neither
गुलाब,nepali-only
सालों,neither
वाली।,nepali-only
विषय,nepali-only
हूं।,neither
कोने,neither
जीवांश,neither
कुमुक,neither
आदित्यनाथ,neither
आदेश,nepali-only
चर्नोबिल,neither
प्रतिस्थापित,neither
मुरझा,neither
आज़ाद।,neither
डरने,neither
इंस्टी,neither
पूर्णता,neither
खारी,nepali-only
शारदीय,neither
गुज़रता,neither
अल्फ्रेड,neither
द्वाराप्रायोजित,neither
शास्त्रा,neither
शुभकामनाएं,neither
आउटफिट,neither
उर्फ,nepali-only
क्षुद्र,nepali-only
ज़िंदा,neither
भागवत,nepali-only
कलासाधकों,neither
सियाणा,neither
फरी,neither
नाटककार,nepali-only
भला।,nepali-only
विक्रमी,nepali-only
गुलाबी,nepali-only
उंगली,neither
चौपाटी,neither
बीता,neither
कथा-साहित्य,neither
बाग-बगीचे,neither
आम्र्ड,neither
निरपेक्ष,nepali-only
राशि,nepali-only
पहंसा,neither
पसमांदा,neither
पदार्थे,neither
तलाविया,neither
हराकर,neither
छटा,nepali-only
बताए,neither
बताओ,neither
राजमहल,nepali-only
संक्षेप,nepali-only
ओक,neither
जाम्भोजी,neither
मेथवाड़ा,neither
पैक,neither
सिचाई,neither
कारखानों,neither
कालरा,neither
कमीनेपन,neither
शव,nepali-only
सुनिये,neither
कीड़ा,neither
दीक्षित,nepali-only
नूर,neither
जैकी,neither
गिर्द,neither
धारावाहिक,nepali-only
अनामदास,neither
छेड़,neither
उतसरा।,neither
कालेजों,neither
नपा-तुला,neither
पीला,neither
बाजपेयी,neither
राणा,nepali-only
जिसको,neither
दुनियाभर,neither
हजाम,nepali-only
परिर्वन,neither
हालांकी,neither
दर्शकों,neither
टक्कर,neither
मुखालिफ़,neither
पड़ौसी,neither
निर्दयता,neither
नसीम,neither
राम,nepali-only
स्कीम,neither
समुच्च्य,neither
द्वार,nepali-only
दीपिका,neither
रिकवरी,neither
आशीशों,neither
मिलीलीटर,neither
बचाती,neither
रही-सही,neither
शीर्ष,nepali-only
मशीनों,neither
कारतूस,neither
चौंकाती,neither
आक्रांताओं,neither
अराध्य,neither
नाहक,nepali-only
अन्य,nepali-only
राफ्टिंग,neither
अज्ञानी,nepali-only
पुण्यतिथि,neither
शोधन,nepali-only
दरबारियों,neither
आयोजकों,neither
लेखा-जोखा,neither
पक्षियों,neither
वसा,neither
जलगढ़,neither
कहुं,neither
वैद,neither
सरे,neither
गर्भावस्था,neither
धनवाला।,neither
मोड़,neither
स्तर,nepali-only
एसपी,nepali-only
लोकोन्मुखी,neither
प्रसून,neither
इसरो,neither
महिमामण्डित,neither
बाएं,neither
बंधुआ,neither
दूरबीन,nepali-only
लौटी,neither
गज-दो-गज,neither
अभीष्ट,nepali-only
हत्याएं,neither
इंग्लैण्ड,neither
मासूमियत,neither
सिद्धिदायक,neither
तालाब,neither
हाय,nepali-only
संचयन,neither
हमेशा,neither
लिटल,neither
धर्मग्रन्थ,nepali-only
बनीं,neither
कुर्ता-धोती,neither
चाही,neither
स्ट्रीट,neither
जायें।,neither
प्रस्तुतियों,neither
प्रणम्य,nepali-only
प्रोसैसर,neither
सातवें,neither
जमदूरों,neither
सुलगते,neither
अजमेरवासियों,neither
विश्वंभरा,neither
विंडसर,neither
पहल।,nepali-only
बदायूनी,neither
नारे,neither
हथौड़े,neither
मिट्टी-पानी,neither
गिरने,neither
शिवलिंग,neither
चारु,nepali-only
बिल्डिंग्स,neither
रूला,neither
बुझक्कङ,neither
स्वीकृत्त,neither
बीरबल,neither
स्वीकारता,neither
क़ायल,neither
स्टाइलिश,neither
देथा,neither
अपार्टमेंट,neither
डिजाइनर,nepali-only
लम्बे,nepali-only
सॢवस,neither
घूम-फिर,neither
देवड़ा,neither
ऐलन,neither
गांवों,neither
सदर,nepali-only
विलाप,nepali-only
दामन,neither
मजेदार,neither
बंधे,neither
भाँप,neither
ब्लागों,neither
३०००,numeral/punctuation
खुल्ला,neither
औरतें,neither
उपमा,nepali-only
एचआर,neither
चालक,nepali-only
तैयारियां,neither
प्रेतबाधा,neither
होनहार,nepali-only
लास्ट,nepali-only
काटने,neither
धक्का,nepali-only
सुप्रीमकोर्ट,neither
समन्वयक,neither
फेंककर,neither
निर्देष,neither
बचाया,neither
पड़ेगा,neither
कम्पाऊंडर,neither
पत्रकारों,neither
साइंस,neither
ग्लोबल,nepali-only
फिलाडेल्फिया,neither
कानों,neither
अवरोधों,neither
अमूर्च्छा,neither
जाड़ों,neither
एकतरफा,neither
मामूली,neither
सुन्दरता,neither
देक,neither
आजमाया,neither
दोषपूर्ण,neither
मीणा,neither
इशान्त,neither
घूमेंगे,neither
सुनवाई,neither
रियलिस्टिक,neither
कारोबार,nepali-only
ऍंधेरे,neither
आशा,nepali-only
बबन,neither
वृद्धाश्रम,nepali-only
सहूलियत,neither
बैंगन,neither
संज्ञा,neither
मुज़तर,neither
रोबोट्स,neither
लिलेश्वर,neither
फैन,neither
घुघरी,neither
युनिवर्सिटी,neither
सुनसरी,nepali-only
संचालित,neither
जमानतीय,neither
रचे,neither
गीतों,neither
शिवराज,neither
विधेयक,nepali-only
बनाए,neither
तमाम,nepali-only
विधानमंडल,neither
जनलोकपाल,neither
स्वयंसेवक,nepali-only
पोषक,neither
ब्रायन,neither
चलाने,neither
बरसे,neither
बलार,neither
भडास,neither
गाँवों,neither
प्रदान,nepali-only
पकड़ना,neither
बिस्तर,neither
पूरे,neither
कैप्लर,neither
पर्यटक,nepali-only
बनवारीलाल,neither
पारस्परिक,nepali-only
चच्चे,neither
टीईटी,neither
इज,neither
डांट-फटकार,neither
पटवारी,nepali-only
सातो,nepali-only
कर्जा,nepali-only
बाहुल्य,nepali-only
मोईन,neither
सावन,neither
अंदाजा,neither
चार्ट,neither
उतरती।,neither
भविष्य,nepali-only
करैंसी,neither
जिक्र,neither
सुधारक,neither
जानना,neither
होए,neither
एक्ट,neither
उद्देश्यों,neither
बीकानेर,neither
कोणों,neither
उद्योग,nepali-only
खबरे,neither
लेखकीय,neither
रंगा,neither
बहादुर,nepali-only
महॢष,neither
यदा-कदा,nepali-only
प्रतिबंधक,neither
अनेकों,neither
फार,neither
अक्षय,nepali-only
नं,neither
पहाड़,neither
रखिये,neither
विकल्पों,neither
डेनमार्क,nepali-only
श्रेष्ठ,nepali-only
रजत,nepali-only
बर्रा,neither
कोताही,neither
प्रजाति,nepali-only
सिगरेट,neither
विकियों,neither
मंडराने,neither
लगाऒये,neither
सीखा,neither
परिणत,nepali-only
यथासंभव,neither
रैदर,neither
वर्षो,neither
चौथे,neither
दाने,nepali-only
मूर्ति,nepali-only
नुसरत,neither
कलप,neither
तय,nepali-only
आंखों,neither
डेण्ड्रफ,neither
सजी,neither
अन्तर्गत,nepali-only
हमजा,neither
मौखिक,neither
गदा,nepali-only
व्यक्तिवाचक,neither
वादन,nepali-only
मलिन,nepali-only
दे।,neither
श्रीसंत,neither
कस्बा,neither
अखाबारो,neither
भीड़भाड़,neither
तारापुर,neither
रणनीति,nepali-only
यात्रा,nepali-only
ड्रेसेस,neither
उन्ही,neither
समर्थ,nepali-only
निभायेंगी,neither
लिया।,neither
फारेस्ट,neither
होगीॽ,neither
मोहम्मद,nepali-only
संचालन,neither
चिदंबरम,neither
स्वतंत्रता,neither
वात्स्यायन,neither
तुला,nepali-only
बतौर,neither
आसियान,neither
बीओटी,neither
मदिरा,nepali-only
ओरिजन,neither
दोषों,neither
परतों,neither
धीमे,neither
अपमानित,nepali-only
गोबर,nepali-only
जन्मती,neither
मुहल्लों,neither
ताजा,nepali-only
जनरल,nepali-only
हसरत,neither
हरियाणा,neither
अधोगति,nepali-only
वयोवृद्धों,neither
खतरनाक,nepali-only
सिवा,nepali-only
बीसवीं,neither
अन्तःकरण,neither
महानायक,neither
भौगोलिक,nepali-only
लग,neither
उड़ानें,neither
विस्मय,nepali-only
वीरवार,neither
जागीर,nepali-only
चौड़े,neither
हमसे,neither
मक़सद,neither
पीलापन,neither
स्टूडियो,neither
सारा,nepali-only
समृध्दि,neither
लड़का,neither
रैलियों,neither
कचनार,neither
बहुराष्ट्रीय,neither
ज़हन,neither
सलाहकार,neither
बनाते,neither
ट्रांज़िट,neither
थामते,neither
डगर,nepali-only
यक़ीनन,neither
नकारते,neither
सोनाली,neither
पद-पैसा-सम्मान।,neither
स्वच्छ,nepali-only
फीमेल,neither
त्रिपाठी,nepali-only
डायरियाँ,neither
पक्ष,nepali-only
देखती,neither
अ॒द्घा,neither
रास,nepali-only
नौ,nepali-only
छोर,neither
हंसता,neither
रायशनिवार,neither
छात्रावास,nepali-only
चित,nepali-only
जाल,nepali-only
चर्चित।,nepali-only
दहक,neither
मकानों,neither
आरओ,neither
यूएएन,neither
शान्ति,nepali-only
दरवाजों,neither
रूपेण,neither
लिजीये,neither
वरिष्ठजन,neither
आरुषी,neither
सदा,nepali-only
होगये,neither
स्किल्स,neither
क़व्वाली,neither
दिलो,neither
अव्वल,nepali-only
चित्रकार,nepali-only
कप,nepali-only
जादुई।,neither
घुट्टी,neither
गणना,nepali-only
खैरात,neither
आज़ाद,neither
आरडी,neither
बोरियत,neither
न्यायाधीश,nepali-only
ट्रेडिंग,neither
उन्होनें,neither
सकना,neither
फिल्मी,neither
कविताएं,neither
काबिज,neither
बढ़ाता,neither
आलू,neither
वॉटर,neither
कैंपस,neither
पेय,nepali-only
नक्काशी,neither
नर,nepali-only
बालसी,neither
चरतोज़ा,neither
बस्ता,neither
जायें,neither
चतुर्थी,neither
देवत्व,neither
ताना,neither
क्षति,nepali-only
रामायण,nepali-only
खंड,neither
देवेन्द्र,nepali-only
दिशा-निर्देशों,neither
छोड़,neither
अच्छी,neither
पृष्ठभूमि,nepali-only
जड़ी-बूटियाँ,neither
लपककर,neither
शिक्षाप्रद,neither
लक्ष्मी,nepali-only
बल्ब,nepali-only
सक्षम,nepali-only
ब्राह्याचारों,neither
बेफ़िक्र,neither
लेना-देना,neither
तर्क,nepali-only
साजोसामान,neither
दिखाना,neither
जलप्रलय,neither
श्राप,nepali-only
झगडे,nepali-only
पवन,nepali-only
बाँटने,neither
इशारे,neither
जिया,neither
अंधविश्वासों,neither
चिली,neither
अनुशासन,nepali-only
दत्त,nepali-only
ईमेल,neither
कैपिटल,neither
बदली,nepali-only
करार,nepali-only
मितव्ययी,nepali-only
तलवंडी,neither
उत्साही,nepali-only
सुनवाने,neither
समापन,nepali-only
यानी,neither
उदार,nepali-only
समयबद्ध,neither
हिंदुस्तान,neither
दाता,nepali-only
किन्तु,nepali-only
मुक्ति,nepali-only
पंक्तियाँ,neither
नासमझी,neither
जनजीवन,nepali-only
गुण,nepali-only
सहानुभूति,nepali-only
इनकार,neither
शेप्स,neither
इज़हार,neither
संवत्सर,neither
स्मार्ट,neither
बाईं,neither
दिखायी,neither
इन्कम,neither
छिड़कती,neither
संयोजन,nepali-only
ज़रुरत,neither
कुबूल,neither
घंटाघर,neither
संपन्नता,neither
परछाईं,neither
निभाने,neither
शिया,neither
नामित,neither
सरकारें,neither
ज्योत्स्ना,nepali-only
वर्णित,nepali-only
धुएं,neither
कामक्रीड़ा,neither
हाजी,neither
जिलाने,neither
व्यस्त,nepali-only
ट्रिनिटी,neither
मिलता-जुलता,neither
नोकिया,neither
दिखाई,neither
सेंट्रीफ्यूज,neither
ईसा,neither
राज्यमंत्री,neither
न्याय-संगत,neither
देगा,neither
रिश्तेदार,neither
विलेन,neither
खूखरी,neither
बताकर,neither
नीचे।,neither
न्यायालय,nepali-only
परिवेश,nepali-only
माथे,neither
भजनों,neither
चढ़ना,neither
गौरी,nepali-only
असूस,neither
छुट्टे,neither
वयोवृद्ध,nepali-only
कंपनियोँ,neither
ज्ञात,nepali-only
पेन,neither
रामदास,neither
प्रीमियम,neither
पश्चातापी,neither
खानी,nepali-only
सीता,nepali-only
रत,nepali-only
गैंगरेप,neither
अदभुत,neither
जॉइनिंग,neither
टीएमसी,neither
लौटने,neither
गीत,nepali-only
परिधि,nepali-only
खङी,neither
चीरते-फाड़ते,neither
ऑडेन,neither
झल्ला,neither
जीतनें,neither
विशाखापट्नम,neither
आकर,neither
संपादन,nepali-only
जीवनी,nepali-only
होंगीं,neither
बाढ़,neither
अधीनस्थ,nepali-only
गन्दा,nepali-only
मंत्रोच्चार,neither
ओलंपिक,neither
विश्वस्त,nepali-only
रिपोर्टिंग।,neither
दरवाजा,neither
प्रतिनिधित्व,nepali-only
जहाज़,neither
स्वीकारा,neither
बेंगलूर,neither
रहना।,neither
नफरत,neither
नुक्सान,neither
अटैक,neither
ऊचाइयों,neither
थाट,neither
काफिला,neither
पढ़कर।,neither
सतर्कता,neither
शॉपी,neither
सन्नाटा,nepali-only
बरसों,neither
रामपाल,neither
बहरहाल,neither
फोर्ट,neither
प्रतीकों,neither
तिब्बत,nepali-only
बोला।,neither
भूलने,neither
गणोश,neither
सीरीयल,neither
घटनाक्रम,nepali-only
कैद,nepali-only
स्थिर,nepali-only
सदस्यों,neither
इंच,neither
आजाद,nepali-only
देखकर,neither
ओल्ड,neither
काबिल,nepali-only
परिवहन,nepali-only
कविता।,nepali-only
नाट्यशास्त्र,neither
दरवाज़े,neither
लोग,neither
दिखाता,neither
ज्वाइनिंग,neither
गवर्नर,neither
अवधारणाओं,neither
बुकलेट,neither
पूँछ,neither
होलीमय,neither
आलम,nepali-only
नाले,nepali-only
एमआईएम,neither
तुम्पूरमूऴि,neither
११,numeral/punctuation
उप-राज्यपाल,neither
ने,neither
हहुआए,neither
राजेंद्र,neither
बगले,neither
प्रेस,nepali-only
दीजिए।,neither
पूर्वक,nepali-only
इमानदारी,nepali-only
गुरुद्वारा,neither
टेम्पलेट,neither
रद्दकरण,neither
रोकगा।,neither
जंग,neither
विश्वेश्वरैया,neither
उस्ससे,neither
पहुंचती,neither
पायलट,neither
उतपीड़न,neither
वार्ष्णेय,neither
योगाश्रम,neither
बम्बर्इ,neither
मनःशान्ति,neither
विवाहों,neither
परिचायिकाओं,neither
शुल्क,nepali-only
आपबीती,neither
लोकाचार,nepali-only
पंसद,neither
जनसंख्या,neither
कालिदास,nepali-only
त्यागपत्र,neither
बाँह,neither
मुर्गियों,neither
एजन्सीयों,neither
मस्तक,neither
जरूरी,neither
हुये।,neither
भरपूरी,neither
विकलांगता,neither
घ्वनि,neither
पोस्टिंग,neither
बेशर्मी,neither
ख़ुश,neither
त्रिमुख,neither
निकलोगे,neither
लिमिटेड,nepali-only
असामान्य,nepali-only
आकृतियों,neither
अकेले,neither
केवल--जीवन,neither
बड़े,neither
कंटिमेटेड,neither
पुरातन,nepali-only
खेलते,neither
आतंकवादी,neither
स्वंय,neither
ज़िम्मेदार,neither
संत्रास,neither
रणनीतियों,neither
पक्का,nepali-only
इन्नां,neither
ड्रॉप,neither
